0.000000	63.539000	0.000000
7.900000	63.539000	0.000000
12.033333	63.045717	0.000000
16.166667	61.471943	0.000000
20.300000	58.413518	0.000000
32.204867	46.913417	0.000000
44.109735	35.413315	0.000000
56.014602	23.913213	0.000000
56.985980	23.041946	0.000000
57.957357	22.333916	0.000000
58.928735	21.757342	0.000000
59.900112	21.292244	0.000000
60.871490	20.925385	0.000000
61.842867	20.647780	0.000000
62.814245	20.453348	0.000000
63.785622	20.338158	0.000000
64.757000	20.300000	0.000000
65.113355	20.305129	0.000000
65.469710	20.320527	0.000000
65.826066	20.346234	0.000000
66.182421	20.382314	0.000000
66.538776	20.428859	0.000000
66.895131	20.485989	0.000000
67.251487	20.553852	0.000000
67.607842	20.632631	0.000000
67.964197	20.722541	0.000000
71.828815	21.758259	0.000000
75.693433	22.793976	0.000000
79.558051	23.829694	0.000000
83.422669	24.865412	0.000000
87.287288	25.901129	0.000000
91.151906	26.936847	0.000000
95.016524	27.972565	0.000000
98.881142	29.008282	0.000000
102.745760	30.044000	0.000000
0.000000	0.000000	0.000000
7.900000	0.000000	0.000000
20.300000	0.000000	0.000000
56.014602	0.000000	0.000000
59.900112	0.000000	0.000000
64.757000	0.000000	0.000000
67.964197	0.000000	0.000000
102.745760	0.000000	0.000000
60.00000	30.044000	0.000000
60.00000	300.0000	0.000000
102.745760	300.0000	0.000000
502.745760	300.0000	0.000000
502.745760	0.000000	0.000000
502.745760	30.044000	0.000000
